food_name,category,price,review,rating,original_taste,taste_reform_scheme,image_url
葱油拌面（包笼天下(下沙店)）,小吃快餐,7,包笼天下(下沙店)的招牌菜。现包现做，新鲜度不错，胡辣汤和葱油拌面一类的快手小吃很受欢迎。,3.6,门店：包笼天下(下沙店)；菜系：小吃快餐；人均：12元,来源：Apple Maps；门店：包笼天下(下沙店)；链接：https://maps.apple.com/place?auid=1118368772901442&lsp=57879,https://th.bing.com/th/id/OIP.N5LOKb-6rRcG0Q9SsmZd4QHaE8?w=200&h=200&c=10&o=6&dpr=2&pid=genserp&rm=2
煎饺煎包拼盘（包笼天下(下沙店)）,小吃快餐,13,包笼天下(下沙店)的招牌菜。现包现做，新鲜度不错，胡辣汤和葱油拌面一类的快手小吃很受欢迎。,3.6,门店：包笼天下(下沙店)；菜系：小吃快餐；人均：12元,来源：Apple Maps；门店：包笼天下(下沙店)；链接：https://maps.apple.com/place?auid=1118368772901442&lsp=57879,https://www.bing.com/th/id/OIP.0GJ2SKOs6BPS5r18USspvgHaEt?w=211&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
水煮蛋（包笼天下(下沙店)）,小吃快餐,4,包笼天下(下沙店)的招牌菜。现包现做，新鲜度不错，胡辣汤和葱油拌面一类的快手小吃很受欢迎。,3.6,门店：包笼天下(下沙店)；菜系：小吃快餐；人均：12元,来源：Apple Maps；门店：包笼天下(下沙店)；链接：https://maps.apple.com/place?auid=1118368772901442&lsp=57879,https://th.bing.com/th/id/OIP.kXef_mJicBafsQyFaD6qAQAAAA?w=108&h=108&c=1&bgcl=ab10f0&r=0&o=7&dpr=2&pid=ImgRC&rm=3
麻球（包笼天下(下沙店)）,小吃快餐,3,包笼天下(下沙店)的招牌菜。现包现做，新鲜度不错，胡辣汤和葱油拌面一类的快手小吃很受欢迎。,3.6,门店：包笼天下(下沙店)；菜系：小吃快餐；人均：12元,来源：Apple Maps；门店：包笼天下(下沙店)；链接：https://maps.apple.com/place?auid=1118368772901442&lsp=57879,https://th.bing.com/th/id/ODL.2143dc9c1962a18d2a36fd18b0322850?w=310&h=198&c=7&rs=1&bgcl=fffffe&r=0&o=6&dpr=2&pid=AlgoBlockDebug
酱黄瓜（包笼天下(下沙店)）,小吃快餐,1,包笼天下(下沙店)的招牌菜。现包现做，新鲜度不错，胡辣汤和葱油拌面一类的快手小吃很受欢迎。,3.6,门店：包笼天下(下沙店)；菜系：小吃快餐；人均：12元,来源：Apple Maps；门店：包笼天下(下沙店)；链接：https://maps.apple.com/place?auid=1118368772901442&lsp=57879,https://th.bing.com/th/id/ODL.e907545c47991918b7d380ea7794abcf?w=310&h=198&c=7&rs=1&bgcl=fffffe&r=0&o=6&dpr=2&pid=AlgoBlockDebug
鲜肉馄饨（包笼天下(下沙店)）,小吃快餐,5,包笼天下(下沙店)的招牌菜。现包现做，新鲜度不错，胡辣汤和葱油拌面一类的快手小吃很受欢迎。,3.6,门店：包笼天下(下沙店)；菜系：小吃快餐；人均：12元,来源：Apple Maps；门店：包笼天下(下沙店)；链接：https://maps.apple.com/place?auid=1118368772901442&lsp=57879,https://th.bing.com/th/id/OIP.vgvbNqfq_OSUc45CrTBwJwHaFK?w=125&h=108&c=7&qlt=90&bgcl=2a585e&r=0&o=6&dpr=2&pid=13.1
招牌虾大锅（虾吃虾涮(下沙店)）,海鲜火锅,118,虾吃虾涮(下沙店)的招牌菜。开了很多年的店，招牌虾锅和手工面口碑不错，晚高峰建议错峰去。,3.7,门店：虾吃虾涮(下沙店)；菜系：海鲜火锅；人均：54元,来源：Apple Maps；门店：虾吃虾涮(下沙店)；链接：https://maps.apple.com/place?auid=1118368623062340&lsp=57879,https://www.bing.com/th/id/OIP.HGilFAvPs2TuYGHQOc-iqAHaFi?w=161&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
手工面（虾吃虾涮(下沙店)）,海鲜火锅,6,虾吃虾涮(下沙店)的招牌菜。开了很多年的店，招牌虾锅和手工面口碑不错，晚高峰建议错峰去。,3.7,门店：虾吃虾涮(下沙店)；菜系：海鲜火锅；人均：54元,来源：Apple Maps；门店：虾吃虾涮(下沙店)；链接：https://maps.apple.com/place?auid=1118368623062340&lsp=57879,https://www.bing.com/th/id/OIP.c11z8jcOq68HYo7D_Ky_PQHaE9?w=193&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
招牌虾中锅（虾吃虾涮(下沙店)）,海鲜火锅,98,虾吃虾涮(下沙店)的招牌菜。开了很多年的店，招牌虾锅和手工面口碑不错，晚高峰建议错峰去。,3.7,门店：虾吃虾涮(下沙店)；菜系：海鲜火锅；人均：54元,来源：Apple Maps；门店：虾吃虾涮(下沙店)；链接：https://maps.apple.com/place?auid=1118368623062340&lsp=57879,https://www.bing.com/th/id/OIP.2nxgkeXK-D0kWumAyvS6qAHaE6?w=189&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
鸳鸯虾虾锅（虾吃虾涮(下沙店)）,海鲜火锅,88,虾吃虾涮(下沙店)的招牌菜。开了很多年的店，招牌虾锅和手工面口碑不错，晚高峰建议错峰去。,3.7,门店：虾吃虾涮(下沙店)；菜系：海鲜火锅；人均：54元,来源：Apple Maps；门店：虾吃虾涮(下沙店)；链接：https://maps.apple.com/place?auid=1118368623062340&lsp=57879,https://www.bing.com/th/id/OIP.W45UwLC7SZCmEpp68zZgeQHaE8?w=196&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
澳式虾丸（虾吃虾涮(下沙店)）,海鲜火锅,13,虾吃虾涮(下沙店)的招牌菜。开了很多年的店，招牌虾锅和手工面口碑不错，晚高峰建议错峰去。,3.7,门店：虾吃虾涮(下沙店)；菜系：海鲜火锅；人均：54元,来源：Apple Maps；门店：虾吃虾涮(下沙店)；链接：https://maps.apple.com/place?auid=1118368623062340&lsp=57879,https://www.bing.com/th/id/OIP.Qj2ropHlf9P168CAo4lQrAHaE7?w=183&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
相间肥牛（虾吃虾涮(下沙店)）,海鲜火锅,32,虾吃虾涮(下沙店)的招牌菜。开了很多年的店，招牌虾锅和手工面口碑不错，晚高峰建议错峰去。,3.7,门店：虾吃虾涮(下沙店)；菜系：海鲜火锅；人均：54元,来源：Apple Maps；门店：虾吃虾涮(下沙店)；链接：https://maps.apple.com/place?auid=1118368623062340&lsp=57879,https://www.bing.com/th/id/OIP.ANGtbIg8RfbrrBVWyl-s_gHaE8?w=187&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
蒜蓉美味大虾（虾吃虾涮(下沙店)）,海鲜火锅,128,虾吃虾涮(下沙店)的招牌菜。开了很多年的店，招牌虾锅和手工面口碑不错，晚高峰建议错峰去。,3.7,门店：虾吃虾涮(下沙店)；菜系：海鲜火锅；人均：54元,来源：Apple Maps；门店：虾吃虾涮(下沙店)；链接：https://maps.apple.com/place?auid=1118368623062340&lsp=57879,https://th.bing.com/th/id/OIP.VD4JaPnx8h3mOvOxv7BQKwHaGB?w=125&h=108&c=7&qlt=90&bgcl=f48f2f&r=0&o=6&dpr=2&pid=13.1
香辣龙虾（虾吃虾涮(下沙店)）,海鲜火锅,180,虾吃虾涮(下沙店)的招牌菜。开了很多年的店，招牌虾锅和手工面口碑不错，晚高峰建议错峰去。,3.7,门店：虾吃虾涮(下沙店)；菜系：海鲜火锅；人均：54元,来源：Apple Maps；门店：虾吃虾涮(下沙店)；链接：https://maps.apple.com/place?auid=1118368623062340&lsp=57879,https://th.bing.com/th/id/OIP.9koMSVpBRtTtzmijSGuFZgHaHa?w=108&h=108&c=1&bgcl=a88bbe&r=0&o=7&dpr=2&pid=ImgRC&rm=3
李白茉莉烤鸭（李白图书馆餐厅(下沙大学店)）,江浙菜,188,李白图书馆餐厅(下沙大学店)的招牌菜。装修有书卷气，服务热情，烤鸭和蟹粉类菜品是常被提到的推荐。,4.4,门店：李白图书馆餐厅(下沙大学店)；菜系：江浙菜；人均：115元,来源：Apple Maps；门店：李白图书馆餐厅(下沙大学店)；链接：https://maps.apple.com/place?auid=1118692218993361&lsp=57879,https://img95.699pic.com/photo/60063/0418.jpg_wh860.jpg
椒盐鸭架（李白图书馆餐厅(下沙大学店)）,江浙菜,30,李白图书馆餐厅(下沙大学店)的招牌菜。装修有书卷气，服务热情，烤鸭和蟹粉类菜品是常被提到的推荐。,4.4,门店：李白图书馆餐厅(下沙大学店)；菜系：江浙菜；人均：115元,来源：Apple Maps；门店：李白图书馆餐厅(下沙大学店)；链接：https://maps.apple.com/place?auid=1118692218993361&lsp=57879,https://th.bing.com/th/id/ODL.3363528725e617c08981e1af04a7f323?w=312&h=200&c=12&rs=1&o=6&dpr=2&pid=AlgoBlockDebug
湘味小炒吊龙（李白图书馆餐厅(下沙大学店)）,江浙菜,78,李白图书馆餐厅(下沙大学店)的招牌菜。装修有书卷气，服务热情，烤鸭和蟹粉类菜品是常被提到的推荐。,4.4,门店：李白图书馆餐厅(下沙大学店)；菜系：江浙菜；人均：115元,来源：Apple Maps；门店：李白图书馆餐厅(下沙大学店)；链接：https://maps.apple.com/place?auid=1118692218993361&lsp=57879,https://www.bing.com/th/id/OIP.gHZTtJAxWmUhpRYUtkl38QHaE4?w=213&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
云雾秘制醉大头虾（李白图书馆餐厅(下沙大学店)）,江浙菜,148,李白图书馆餐厅(下沙大学店)的招牌菜。装修有书卷气，服务热情，烤鸭和蟹粉类菜品是常被提到的推荐。,4.4,门店：李白图书馆餐厅(下沙大学店)；菜系：江浙菜；人均：115元,来源：Apple Maps；门店：李白图书馆餐厅(下沙大学店)；链接：https://maps.apple.com/place?auid=1118692218993361&lsp=57879,https://www.bing.com/th/id/OIP.Ok21s6Et-D9P_KOtE56eNAHaFi?w=161&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
招牌蟹粉豆腐（李白图书馆餐厅(下沙大学店)）,江浙菜,68,李白图书馆餐厅(下沙大学店)的招牌菜。装修有书卷气，服务热情，烤鸭和蟹粉类菜品是常被提到的推荐。,4.4,门店：李白图书馆餐厅(下沙大学店)；菜系：江浙菜；人均：115元,来源：Apple Maps；门店：李白图书馆餐厅(下沙大学店)；链接：https://maps.apple.com/place?auid=1118692218993361&lsp=57879,https://th.bing.com/th/id/OIP.YUiH491ySoGZu6c5d0JXWAHaFj?w=132&h=108&c=7&qlt=90&bgcl=7d81f0&r=0&o=6&dpr=2&pid=13.1
大漠风沙烤羊排（李白图书馆餐厅(下沙大学店)）,江浙菜,85,李白图书馆餐厅(下沙大学店)的招牌菜。装修有书卷气，服务热情，烤鸭和蟹粉类菜品是常被提到的推荐。,4.4,门店：李白图书馆餐厅(下沙大学店)；菜系：江浙菜；人均：115元,来源：Apple Maps；门店：李白图书馆餐厅(下沙大学店)；链接：https://maps.apple.com/place?auid=1118692218993361&lsp=57879,https://www.bing.com/th/id/OIP.W3ryAe0ENrUREtvROzGuiQHaE7?w=187&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
山核桃牛仔粒（李白图书馆餐厅(下沙大学店)）,江浙菜,138,李白图书馆餐厅(下沙大学店)的招牌菜。装修有书卷气，服务热情，烤鸭和蟹粉类菜品是常被提到的推荐。,4.4,门店：李白图书馆餐厅(下沙大学店)；菜系：江浙菜；人均：115元,来源：Apple Maps；门店：李白图书馆餐厅(下沙大学店)；链接：https://maps.apple.com/place?auid=1118692218993361&lsp=57879,https://qcloud.dpfile.com/pc/MyuRYAYKdopJBED4921_x0tR7wd6eevDtWR1popwTJmoKAr1ais48T6CkoRRZXcRl0cm-Lf9tDMlLZpO7rb3bg.jpg
蟹粉小笼（李白图书馆餐厅(下沙大学店)）,江浙菜,68,李白图书馆餐厅(下沙大学店)的招牌菜。装修有书卷气，服务热情，烤鸭和蟹粉类菜品是常被提到的推荐。,4.4,门店：李白图书馆餐厅(下沙大学店)；菜系：江浙菜；人均：115元,来源：Apple Maps；门店：李白图书馆餐厅(下沙大学店)；链接：https://maps.apple.com/place?auid=1118692218993361&lsp=57879,https://www.bing.com/th/id/OIP.4EzZq53tPFxpjqSlXtQyUAHaHa?w=186&h=187&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
李白蒸湖蟹（李白图书馆餐厅(下沙大学店)）,江浙菜,64,李白图书馆餐厅(下沙大学店)的招牌菜。装修有书卷气，服务热情，烤鸭和蟹粉类菜品是常被提到的推荐。,4.4,门店：李白图书馆餐厅(下沙大学店)；菜系：江浙菜；人均：115元,来源：Apple Maps；门店：李白图书馆餐厅(下沙大学店)；链接：https://maps.apple.com/place?auid=1118692218993361&lsp=57879,https://www.bing.com/th/id/OIP.2g4o3vytAjlZbacqa7rOYAHaE8?w=178&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
牛肉（水浒烤肉(下沙总店)）,烧烤,68,水浒烤肉(下沙总店)的招牌菜。下沙口碑不错的烤肉店，肉量足，交通方便，适合朋友聚餐。,4.3,门店：水浒烤肉(下沙总店)；菜系：烧烤；人均：69元,来源：Apple Maps；门店：水浒烤肉(下沙总店)；链接：https://maps.apple.com/place?auid=1118557439265166&lsp=57879,https://www.bing.com/th/id/OIP.TYctkDuZyDghV4kT8la4uAHaEK?w=247&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
羊肉（水浒烤肉(下沙总店)）,烧烤,68,水浒烤肉(下沙总店)的招牌菜。下沙口碑不错的烤肉店，肉量足，交通方便，适合朋友聚餐。,4.3,门店：水浒烤肉(下沙总店)；菜系：烧烤；人均：69元,来源：Apple Maps；门店：水浒烤肉(下沙总店)；链接：https://maps.apple.com/place?auid=1118557439265166&lsp=57879,https://www.bing.com/th/id/OIP.GbWZ8vfZ32SSyBox2Z6fGQHaEJ?w=207&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
鸡翅（水浒烤肉(下沙总店)）,烧烤,68,水浒烤肉(下沙总店)的招牌菜。下沙口碑不错的烤肉店，肉量足，交通方便，适合朋友聚餐。,4.3,门店：水浒烤肉(下沙总店)；菜系：烧烤；人均：69元,来源：Apple Maps；门店：水浒烤肉(下沙总店)；链接：https://maps.apple.com/place?auid=1118557439265166&lsp=57879,https://www.bing.com/th/id/OIP.I2zIAfzV1ka9FRkrLzaNHgHaEJ?w=218&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
掌中宝（水浒烤肉(下沙总店)）,烧烤,68,水浒烤肉(下沙总店)的招牌菜。下沙口碑不错的烤肉店，肉量足，交通方便，适合朋友聚餐。,4.3,门店：水浒烤肉(下沙总店)；菜系：烧烤；人均：69元,来源：Apple Maps；门店：水浒烤肉(下沙总店)；链接：https://maps.apple.com/place?auid=1118557439265166&lsp=57879,https://www.bing.com/th/id/OIP.eHBEWhOUOXO2kih0taPGVAHaEJ?w=240&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
猪皮（水浒烤肉(下沙总店)）,烧烤,68,水浒烤肉(下沙总店)的招牌菜。下沙口碑不错的烤肉店，肉量足，交通方便，适合朋友聚餐。,4.3,门店：水浒烤肉(下沙总店)；菜系：烧烤；人均：69元,来源：Apple Maps；门店：水浒烤肉(下沙总店)；链接：https://maps.apple.com/place?auid=1118557439265166&lsp=57879,https://th.bing.com/th/id/ODL.af36076d451372f4fa48f0370ac545fc?w=310&h=198&c=7&rs=1&bgcl=fffffe&r=0&o=6&dpr=2&pid=AlgoBlockDebug
培根金针菇（水浒烤肉(下沙总店)）,烧烤,68,水浒烤肉(下沙总店)的招牌菜。下沙口碑不错的烤肉店，肉量足，交通方便，适合朋友聚餐。,4.3,门店：水浒烤肉(下沙总店)；菜系：烧烤；人均：69元,来源：Apple Maps；门店：水浒烤肉(下沙总店)；链接：https://maps.apple.com/place?auid=1118557439265166&lsp=57879,https://www.bing.com/th/id/OIP.5vtKIaSjDkLlMSRkpOX3HQHaFj?w=207&h=180&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
培根韭菜（水浒烤肉(下沙总店)）,烧烤,68,水浒烤肉(下沙总店)的招牌菜。下沙口碑不错的烤肉店，肉量足，交通方便，适合朋友聚餐。,4.3,门店：水浒烤肉(下沙总店)；菜系：烧烤；人均：69元,来源：Apple Maps；门店：水浒烤肉(下沙总店)；链接：https://maps.apple.com/place?auid=1118557439265166&lsp=57879,https://www.bing.com/th/id/OIP.NGvHAye-lAr5Z9x-AzMEBgHaFi?w=162&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
鸡心（水浒烤肉(下沙总店)）,烧烤,68,水浒烤肉(下沙总店)的招牌菜。下沙口碑不错的烤肉店，肉量足，交通方便，适合朋友聚餐。,4.3,门店：水浒烤肉(下沙总店)；菜系：烧烤；人均：69元,来源：Apple Maps；门店：水浒烤肉(下沙总店)；链接：https://maps.apple.com/place?auid=1118557439265166&lsp=57879,https://www.bing.com/th/id/OIP.QVxF4ai-br2i1SQ_iM16QQHaE7?w=198&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
肉夹馍（西安肉夹馍(下沙宝龙二期店)）,西北小吃,10,西安肉夹馍(下沙宝龙二期店)的招牌菜。靠近地铁和宝龙商圈，趁热吃最受欢迎，五花肉版本很有人气。,4.3,门店：西安肉夹馍(下沙宝龙二期店)；菜系：西北小吃；人均：10元,来源：Apple Maps；门店：西安肉夹馍(下沙宝龙二期店)；链接：https://maps.apple.com/place?auid=1118368778367129&lsp=57879,https://www.bing.com/th/id/OIP.pr4tqj2mlyk-GUZlnosn6AHaHa?w=133&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
五花肉肉夹馍（西安肉夹馍(下沙宝龙二期店)）,西北小吃,23,西安肉夹馍(下沙宝龙二期店)的招牌菜。靠近地铁和宝龙商圈，趁热吃最受欢迎，五花肉版本很有人气。,4.3,门店：西安肉夹馍(下沙宝龙二期店)；菜系：西北小吃；人均：10元,来源：Apple Maps；门店：西安肉夹馍(下沙宝龙二期店)；链接：https://maps.apple.com/place?auid=1118368778367129&lsp=57879,https://th.bing.com/th/id/OIP.TAzGrW7EMETonQlb34xKiQAAAA?w=122&h=108&c=7&qlt=90&bgcl=1e2879&r=0&o=6&dpr=2&pid=13.1
五花肉（西安肉夹馍(下沙宝龙二期店)）,西北小吃,10,西安肉夹馍(下沙宝龙二期店)的招牌菜。靠近地铁和宝龙商圈，趁热吃最受欢迎，五花肉版本很有人气。,4.3,门店：西安肉夹馍(下沙宝龙二期店)；菜系：西北小吃；人均：10元,来源：Apple Maps；门店：西安肉夹馍(下沙宝龙二期店)；链接：https://maps.apple.com/place?auid=1118368778367129&lsp=57879,https://www.bing.com/th/id/OIP.0gbF7CQdTpvvIr9GRByCFwHaEK?w=243&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
瘦肉（西安肉夹馍(下沙宝龙二期店)）,西北小吃,11,西安肉夹馍(下沙宝龙二期店)的招牌菜。靠近地铁和宝龙商圈，趁热吃最受欢迎，五花肉版本很有人气。,4.3,门店：西安肉夹馍(下沙宝龙二期店)；菜系：西北小吃；人均：10元,来源：Apple Maps；门店：西安肉夹馍(下沙宝龙二期店)；链接：https://maps.apple.com/place?auid=1118368778367129&lsp=57879,https://th.bing.com/th/id/OIP.pMXwJ01KrZod--CrLN8YFQHaEo?w=108&h=108&c=1&bgcl=976810&r=0&o=7&dpr=2&pid=ImgRC&rm=3
豆腐皮（西安肉夹馍(下沙宝龙二期店)）,西北小吃,3,西安肉夹馍(下沙宝龙二期店)的招牌菜。靠近地铁和宝龙商圈，趁热吃最受欢迎，五花肉版本很有人气。,4.3,门店：西安肉夹馍(下沙宝龙二期店)；菜系：西北小吃；人均：10元,来源：Apple Maps；门店：西安肉夹馍(下沙宝龙二期店)；链接：https://maps.apple.com/place?auid=1118368778367129&lsp=57879,https://th.bing.com/th/id/ODL.8014bb37cc8f519cca1cfe8157f86fc1?w=310&h=198&c=7&rs=1&bgcl=fffffe&r=0&o=6&dpr=2&pid=AlgoBlockDebug
烧烤面筋（西安肉夹馍(下沙宝龙二期店)）,西北小吃,2,西安肉夹馍(下沙宝龙二期店)的招牌菜。靠近地铁和宝龙商圈，趁热吃最受欢迎，五花肉版本很有人气。,4.3,门店：西安肉夹馍(下沙宝龙二期店)；菜系：西北小吃；人均：10元,来源：Apple Maps；门店：西安肉夹馍(下沙宝龙二期店)；链接：https://maps.apple.com/place?auid=1118368778367129&lsp=57879,https://th.bing.com/th/id/OIP.MpmM9t626pzHY0-qwypLpwHaFK?w=108&h=108&c=1&bgcl=551e89&r=0&o=7&dpr=2&pid=ImgRC&rm=3
西安凉皮（西安肉夹馍(下沙宝龙二期店)）,西北小吃,8,西安肉夹馍(下沙宝龙二期店)的招牌菜。靠近地铁和宝龙商圈，趁热吃最受欢迎，五花肉版本很有人气。,4.3,门店：西安肉夹馍(下沙宝龙二期店)；菜系：西北小吃；人均：10元,来源：Apple Maps；门店：西安肉夹馍(下沙宝龙二期店)；链接：https://maps.apple.com/place?auid=1118368778367129&lsp=57879,https://www.bing.com/th/id/OIP.GeauNDtMbhn6EsLuW2v_MQHaE8?w=179&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
大鸡翅（西安肉夹馍(下沙宝龙二期店)）,西北小吃,8,西安肉夹馍(下沙宝龙二期店)的招牌菜。靠近地铁和宝龙商圈，趁热吃最受欢迎，五花肉版本很有人气。,4.3,门店：西安肉夹馍(下沙宝龙二期店)；菜系：西北小吃；人均：10元,来源：Apple Maps；门店：西安肉夹馍(下沙宝龙二期店)；链接：https://maps.apple.com/place?auid=1118368778367129&lsp=57879,https://www.bing.com/th/id/OIP.aghoGZjxsDnauwsbD-JEfgHaE8?w=196&h=128&c=8&rs=1&qlt=90&o=6&dpr=2&pid=3.1&rm=2
